file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/domain/ForeignKey.java,org.broadleafcommerce.openadmin.server.domain.ForeignKey,interface,2,14,1,0,91,0.0,0.0,14,0,14,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/domain/EntitySandBoxItemImpl.java,org.broadleafcommerce.openadmin.server.domain.EntitySandBoxItemImpl,class,15,29,2,5,61,0.16483517,0.20879121,14,0,14,0,0,0,14,0,0,0,7,1,0,1,6,0,1,0,0,72,17,0,12,0,6,12,6,13,6,10,2,0,0,0,50,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/domain/SandBoxActionType.java,org.broadleafcommerce.openadmin.server.domain.SandBoxActionType,class,4,16,1,9,0,0.52380955,0.71428573,8,1,7,1,0,0,7,0,0,0,8,6,4,4,0,0,6,0,1,51,10,0,6,0,2,10,4,12,3,11,2,0,0,0,54,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/time/FixedTimeSource.java,org.broadleafcommerce.openadmin.time.FixedTimeSource,class,1,2,1,0,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/time/SystemTime.java,org.broadleafcommerce.openadmin.time.SystemTime,class,8,21,1,19,112,0.0,0.0,16,16,15,1,0,0,15,0,0,0,3,3,0,3,0,0,2,0,15,79,13,0,2,0,0,0,4,9,0,6,1,0,0,0,29,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/time/TimeSource.java,org.broadleafcommerce.openadmin.time.TimeSource,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/time/DefaultTimeSource.java,org.broadleafcommerce.openadmin.time.DefaultTimeSource,class,1,1,1,1,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/generator/FactoryGenerator.java,org.broadleafcommerce.openadmin.generator.FactoryGenerator,class,9,18,2,19,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,2,0,0,0,2,0,0,79,3,4,7,1,0,47,6,18,12,18,6,0,0,0,74,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/audit/Auditable.java,org.broadleafcommerce.openadmin.audit.Auditable,class,5,8,1,0,20,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,5,1,0,1,4,0,1,0,0,31,4,0,0,0,0,12,1,5,0,5,0,0,0,0,24,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/audit/AdminAuditable.java,org.broadleafcommerce.openadmin.audit.AdminAuditable,class,9,8,1,0,20,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,5,1,0,1,4,0,1,0,0,31,4,0,0,0,0,8,1,5,0,5,0,0,0,0,27,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/audit/AdminAuditableListener.java,org.broadleafcommerce.openadmin.audit.AdminAuditableListener,class,9,16,1,16,10,0.0,0.0,5,0,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,66,3,0,4,2,0,6,0,12,0,10,3,0,0,0,37,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/audit/AuditableListener.java,org.broadleafcommerce.openadmin.audit.AuditableListener,class,9,15,1,17,10,0.0,0.0,5,0,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,65,3,0,4,2,0,6,1,13,0,11,3,0,0,0,35,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/VisibilityEnum.java,org.broadleafcommerce.openadmin.client.dto.VisibilityEnum,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/OperationType.java,org.broadleafcommerce.openadmin.client.dto.OperationType,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PersistencePackage.java,org.broadleafcommerce.openadmin.client.dto.PersistencePackage,class,2,12,1,0,36,0.22727273,0.8333333,12,0,12,0,0,0,12,0,0,0,6,1,0,1,5,0,1,0,0,47,5,0,0,0,0,0,1,11,0,6,0,0,0,0,27,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/JoinStructure.java,org.broadleafcommerce.openadmin.client.dto.JoinStructure,class,2,22,1,1,155,0.16450216,0.6666667,22,0,22,0,0,0,22,0,0,0,10,1,0,10,0,0,1,0,0,84,9,0,0,0,0,0,1,19,0,10,0,0,0,0,40,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/Property.java,org.broadleafcommerce.openadmin.client.dto.Property,class,2,26,1,6,38,0.21212122,0.27272728,12,0,12,0,0,0,12,0,0,0,6,1,0,6,0,0,1,0,0,60,14,0,12,0,4,0,5,13,4,9,2,0,0,0,37,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/DynamicResultSet.java,org.broadleafcommerce.openadmin.client.dto.DynamicResultSet,class,2,10,1,0,11,0.37777779,0.8,10,0,10,0,0,0,10,0,0,0,4,1,0,4,0,0,1,0,0,38,3,0,0,0,0,0,1,10,0,4,0,0,0,0,24,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PersistencePerspective.java,org.broadleafcommerce.openadmin.client.dto.PersistencePerspective$Anonymous1,anonymous,1,1,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PersistencePerspective.java,org.broadleafcommerce.openadmin.client.dto.PersistencePerspective,class,8,19,1,4,143,0.081871346,0.10526316,19,0,19,0,0,0,19,0,0,0,9,1,0,1,8,0,1,0,0,78,8,0,0,0,0,0,1,17,0,9,0,1,0,0,105,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PersistencePerspectiveItemType.java,org.broadleafcommerce.openadmin.client.dto.PersistencePerspectiveItemType,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/ForeignKeyRestrictionType.java,org.broadleafcommerce.openadmin.client.dto.ForeignKeyRestrictionType,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/SimpleValueMapStructure.java,org.broadleafcommerce.openadmin.client.dto.SimpleValueMapStructure,class,2,7,2,1,9,0.2857143,0.47619048,7,0,7,0,0,0,7,0,0,0,3,1,0,3,0,0,1,0,0,28,2,0,0,0,0,0,1,5,0,3,0,0,0,0,29,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/visitor/PersistencePerspectiveItemVisitorAdapter.java,org.broadleafcommerce.openadmin.client.dto.visitor.PersistencePerspectiveItemVisitorAdapter,class,5,4,1,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/visitor/PersistencePerspectiveItemVisitor.java,org.broadleafcommerce.openadmin.client.dto.visitor.PersistencePerspectiveItemVisitor,interface,4,4,1,0,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/ClassMetadata.java,org.broadleafcommerce.openadmin.client.dto.ClassMetadata,class,2,6,1,0,9,0.2,0.2,6,0,6,0,0,0,6,0,0,0,4,1,0,4,0,0,1,0,0,24,3,0,0,0,0,0,1,4,0,4,0,0,0,0,24,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/FieldPresentationAttributes.java,org.broadleafcommerce.openadmin.client.dto.FieldPresentationAttributes,class,5,37,1,5,493,0.08571429,1.0,35,0,35,0,0,0,35,0,0,0,18,1,0,18,0,0,1,0,0,149,18,2,0,0,0,0,2,37,0,20,2,0,0,0,63,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/OperationTypes.java,org.broadleafcommerce.openadmin.client.dto.OperationTypes,class,1,12,1,0,36,0.22727273,0.8333333,12,0,12,0,0,0,12,0,0,0,6,1,0,6,0,0,1,0,0,47,5,0,0,0,0,0,1,16,0,6,0,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/Entity.java,org.broadleafcommerce.openadmin.client.dto.Entity,class,3,18,1,6,37,0.16363636,0.16363636,11,0,11,0,0,0,11,0,0,0,5,1,0,5,0,0,1,0,0,77,6,3,2,0,0,2,7,19,5,12,1,2,0,0,42,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/Entity.java,org.broadleafcommerce.openadmin.client.dto.Entity$Anonymous1,anonymous,1,1,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/Entity.java,org.broadleafcommerce.openadmin.client.dto.Entity$Anonymous2,anonymous,1,1,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/MapStructure.java,org.broadleafcommerce.openadmin.client.dto.MapStructure,class,2,17,1,3,69,0.17142858,0.74285716,15,0,15,0,0,0,15,0,0,0,7,1,0,7,0,0,1,0,0,64,6,0,0,0,0,2,1,14,0,7,1,0,0,0,39,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PersistencePerspectiveItem.java,org.broadleafcommerce.openadmin.client.dto.PersistencePerspectiveItem,interface,1,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/PolymorphicEntity.java,org.broadleafcommerce.openadmin.client.dto.PolymorphicEntity,class,0,4,1,0,2,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,3,1,0,3,0,0,1,0,0,17,2,0,0,0,0,0,1,3,0,3,0,0,0,0,17,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/FieldMetadata.java,org.broadleafcommerce.openadmin.client.dto.FieldMetadata,class,4,40,1,3,558,0.08108108,1.0,37,0,37,0,0,0,37,0,0,0,19,1,0,19,0,0,1,0,2,161,19,1,2,0,0,0,6,42,0,21,2,0,0,0,60,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/ForeignKey.java,org.broadleafcommerce.openadmin.client.dto.ForeignKey,class,3,19,1,4,59,0.32748538,0.79532164,19,0,19,0,0,0,19,0,0,0,7,1,0,7,0,0,1,0,0,76,7,0,0,0,0,2,1,15,0,8,0,0,0,0,41,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/SandBoxInfo.java,org.broadleafcommerce.openadmin.client.dto.SandBoxInfo,class,0,8,1,0,20,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,5,1,0,1,4,0,1,0,0,31,4,0,0,0,0,0,1,6,0,5,0,0,0,0,25,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/ClassTree.java,org.broadleafcommerce.openadmin.client.dto.ClassTree,class,1,22,1,7,80,0.20588236,0.88235295,17,0,17,0,0,0,17,0,0,0,6,0,0,0,6,0,0,0,0,83,9,2,1,0,0,0,5,17,2,9,2,0,0,0,29,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/dto/MergedPropertyType.java,org.broadleafcommerce.openadmin.client.dto.MergedPropertyType,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/DynamicEntityDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.DynamicEntityDataSource,class,19,66,4,46,300,0.0,0.0,25,0,17,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,229,4,16,13,0,0,21,12,50,2,40,5,0,0,0,117,1,1
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/operation/EntityServiceAsyncCallback.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.operation.EntityServiceAsyncCallback,class,8,6,3,8,0,1.0,1.0,5,0,1,0,4,0,5,0,0,0,5,0,0,5,0,0,5,0,0,32,0,0,0,0,0,2,0,5,1,5,1,0,0,0,35,1025,1
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/operation/EntityOperationType.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.operation.EntityOperationType,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/CustomCriteriaTreeGridDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.CustomCriteriaTreeGridDataSource,class,7,14,7,5,0,0.7222222,0.7777778,9,0,5,0,4,0,9,0,0,0,6,0,0,0,6,0,0,0,0,65,1,0,0,0,0,0,0,11,0,6,1,0,0,0,46,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/ColumnTreeDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.ColumnTreeDataSource$Anonymous1,anonymous,0,1,1,2,0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/ColumnTreeDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.ColumnTreeDataSource,class,13,39,5,22,13,0.06666667,0.06666667,6,0,6,0,0,0,6,0,0,0,2,1,1,0,1,0,0,0,0,136,1,5,20,0,0,9,20,20,0,16,5,1,0,0,93,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/FieldDataSourceWrapper.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.FieldDataSourceWrapper,class,6,10,2,26,0,1.0,1.0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,38,1,2,3,0,2,4,1,11,0,9,3,0,0,0,35,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/TreeGridDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.TreeGridDataSource,class,11,43,6,24,16,0.21428572,0.35714287,8,0,8,0,0,0,8,0,0,0,2,0,0,0,2,0,0,0,0,140,2,6,20,0,4,9,22,22,0,16,5,0,0,0,85,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/PresentationLayerAssociatedDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.PresentationLayerAssociatedDataSource,class,9,5,5,3,4,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,2,1,1,0,1,0,0,0,0,28,1,0,1,0,0,0,0,3,0,3,1,1,0,0,38,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/PresentationLayerAssociatedDataSource.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.PresentationLayerAssociatedDataSource$Anonymous1,anonymous,0,1,1,2,0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,-1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/module/DataSourceModule.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.module.DataSourceModule,interface,9,15,1,0,105,0.0,0.0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0
/Users/benjaminadolphe/Desktop/fac/M2/S1 - local/HAI916I-IA-pour-le-génie-logiciel/Perez/TP/TP1/ck_metrics/../BroadleafCommerce/admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/client/datasource/dynamic/module/BasicClientEntityModule.java,org.broadleafcommerce.openadmin.client.datasource.dynamic.module.BasicClientEntityModule$Anonymous2,anonymous,7,8,1,9,6,0.0,0.0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,2,0,2,1,0,0,0,28,-1,0
